x_mm,contour_wall,contour_g
5.857582017779350281e+01,2.804579378809040069e-01,3.514412782599031570e-32
5.900183320045471191e+01,2.792940975749111376e-01,0.000000000000000000e+00
5.942784249782562256e+01,2.781387218025224151e-01,0.000000000000000000e+00
5.985385924577713013e+01,2.769839907895293996e-01,0.000000000000000000e+00
6.027987599372863770e+01,2.758532811970966780e-01,0.000000000000000000e+00
6.070588529109954834e+01,2.747255639495513879e-01,3.243230056220970015e-33
6.113190203905105591e+01,2.736064600262400615e-01,0.000000000000000000e+00
6.155791878700256348e+01,2.724960686209158545e-01,0.000000000000000000e+00
6.198392435908317566e+01,2.713951667513119781e-01,0.000000000000000000e+00
6.240994483232498169e+01,2.702993072308278455e-01,0.000000000000000000e+00
6.283595412969589233e+01,2.692153509607245754e-01,0.000000000000000000e+00
6.326197087764739990e+01,2.681413801951075260e-01,0.000000000000000000e+00
6.368798762559890747e+01,2.670768328360419996e-01,0.000000000000000000e+00
6.411399692296981812e+01,2.660198737990943085e-01,0.000000000000000000e+00
6.454001367092132568e+01,2.649716107478415350e-01,0.000000000000000000e+00
6.496602296829223633e+01,2.639322090052056979e-01,0.000000000000000000e+00
6.539203226566314697e+01,2.629003625201032923e-01,0.000000000000000000e+00
6.581805646419525146e+01,2.618761374217030702e-01,1.166471182716978703e-32
6.624406576156616211e+01,2.608590212089469951e-01,0.000000000000000000e+00
6.667007505893707275e+01,2.598504191266717278e-01,0.000000000000000000e+00
6.709609180688858032e+01,2.588512569832402410e-01,0.000000000000000000e+00
6.752210110425949097e+01,2.578632376047486074e-01,0.000000000000000000e+00
6.794811785221099854e+01,2.568749537095818547e-01,0.000000000000000000e+00
6.837413460016250610e+01,2.559031359774420200e-01,0.000000000000000000e+00
6.880014389753341675e+01,2.549302767108938550e-01,0.000000000000000000e+00
6.922616064548492432e+01,2.539745283667682596e-01,1.702804035198880298e-33
6.965217739343643188e+01,2.530237231780091411e-01,0.000000000000000000e+00
